"state","zcta5","cbsa10","stab","cbsaname10","zipname","pop10","afact"
"51","23320","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Chesapeake, VA",51797,1
"51","23321","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Chesapeake, VA",33653,1
"51","23322","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Chesapeake, VA",60473,1
"51","23323","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Chesapeake, VA",35906,1
"51","23324","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Chesapeake, VA",22851,1
"51","23325","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Chesapeake, VA",17592,1
"51","23336","99999","VA","99999","Chincoteague, VA",2941,1
"51","23337","99999","VA","99999","Wattsville, VA",377,1
"51","23347","99999","VA","99999","Eastville, VA (PO Boxes)",671,1
"51","23350","99999","VA","99999","Exmore, VA",3403,1
"51","23354","99999","VA","99999","Franktown, VA",207,1
"51","23356","99999","VA","99999","Captains Cove, VA",1246,1
"51","23357","99999","VA","99999","Chase Crossing, VA",776,1
"51","23358","99999","VA","99999","Hacksneck, VA (PO Boxes)",152,1
"51","23359","99999","VA","99999","Hallwood, VA",776,1
"51","23389","99999","VA","99999","Harborton, VA",137,1
"51","23395","99999","VA","99999","Horntown, VA",645,1
"51","23398","99999","VA","99999","Jamesville, VA (PO Boxes)",153,1
"51","23401","99999","VA","99999","Keller, VA",212,1
"51","23405","99999","VA","99999","Machipongo, VA",973,1
"51","23407","99999","VA","99999","Nelsonia, VA",411,1
"51","23408","99999","VA","99999","Marionville, VA (PO Boxes)",77,1
"51","23409","99999","VA","99999","Mears, VA",84,1
"51","23410","99999","VA","99999","Melfa, VA",2015,1
"51","23413","99999","VA","99999","Nassawadox, VA",840,1
"51","23414","99999","VA","99999","Nelsonia, VA",100,1
"51","23415","99999","VA","99999","New Church, VA",1893,1
"51","23416","99999","VA","99999","Oak Hall, VA",356,1
"51","23417","99999","VA","99999","Onancock, VA",4047,1
"51","23418","99999","VA","99999","Onley, VA",863,1
"51","23420","99999","VA","99999","Painter, VA",2376,1
"51","23421","99999","VA","99999","Parksley, VA",4255,1
"51","23422","99999","VA","99999","Pungoteague, VA",278,1
"51","23423","99999","VA","99999","Quinby, VA",344,1
"51","23426","99999","VA","99999","Sanford, VA",225,1
"51","23427","99999","VA","99999","Saxis, VA",243,1
"51","23430","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Smithfield, VA",17281,1
"51","23432","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Suffolk, VA",1538,1
"51","23433","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Suffolk, VA",1218,1
"51","23434","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Suffolk, VA",47670,1
"51","23435","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Suffolk, VA",27053,1
"51","23436","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Suffolk, VA",942,1
"51","23437","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Suffolk, VA",4283,1
"51","23438","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Suffolk, VA",1818,1
"51","23440","99999","VA","99999","Tangier, VA",727,1
"51","23441","99999","VA","99999","Tasley, VA",171,1
"51","23442","99999","VA","99999","Temperanceville, VA",1059,1
"51","23451","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",41544,1
"51","23452","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",59321,1
"51","23453","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",35960,1
"51","23454","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",60283,1
"51","23455","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",47938,1
"51","23456","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",51748,1
"51","23457","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",4289,1
"51","23459","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",1091,1
"51","23460","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",1201,1
"51","23461","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",287,1
"51","23462","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",61973,1
"51","23464","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach, VA",72359,1
"51","23480","99999","VA","99999","Wachapreague, VA",328,1
"51","23486","99999","VA","99999","Willis Wharf, VA (PO Boxes)",140,1
"51","23487","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Windsor, VA",6298,1
"51","23488","99999","VA","99999","Withams, VA (PO Boxes)",201,1
"51","23502","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",20678,1
"51","23503","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",30856,1
"51","23504","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",23483,1
"51","23505","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",28503,1
"51","23507","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",25818,1
"51","23508","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",20263,1
"51","23509","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",12817,1
"51","23510","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",7031,1
"51","23511","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",2457,1
"51","23513","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",29595,1
"51","23517","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",4484,1
"51","23518","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",28095,1
"51","23523","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Norfolk, VA",7793,1
"51","23551","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Cinclantflt, Norfolk, VA",930,1
"51","23601","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Newport News, VA",25127,1
"51","23602","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Newport News, VA",39676,1
"51","23603","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Newport News, VA",3899,1
"51","23604","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Newport News, VA",5720,1
"51","23605","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Newport News, VA",13854,1
"51","23606","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Newport News, VA",29283,1
"51","23607","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Newport News, VA",24519,1
"51","23608","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Newport News, VA",42917,1
"51","23651","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Hampton, VA",696,1
"51","23661","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Hampton, VA",14113,1
"51","23662","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Poquoson, VA",12150,1
"51","23663","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Hampton, VA",14495,1
"51","23664","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Hampton, VA",10194,1
"51","23665","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Bethel Manor, VA",5120,1
"51","23666","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Hampton, VA",49825,1
"51","23669","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Hampton, VA",43148,1
"51","23690","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Yorktown, VA",3032,1
"51","23691","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Yorktown, VA",127,1
"51","23692","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Yorktown, VA",18846,1
"51","23693","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Yorktown, VA",23292,1
"51","23696","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Seaford, VA",3669,1
"51","23701","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Portsmouth, VA",25161,1
"51","23702","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Portsmouth, VA",11424,1
"51","23703","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Portsmouth, VA",25739,1
"51","23704","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Portsmouth, VA",18716,1
"51","23707","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Portsmouth, VA",14236,1
"51","23708","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Portsmouth, VA",181,1
"51","23709","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Portsmouth, VA",78,1
"51","23801","40060","VA","Richmond, VA Metropolitan Statistical Area","Fort Lee, VA",3393,1
"51","23803","40060","VA","Richmond, VA Metropolitan Statistical Area","Petersburg, VA",40542,1
"51","23805","40060","VA","Richmond, VA Metropolitan Statistical Area","Petersburg, VA",19490,1
"51","23806","40060","VA","Richmond, VA Metropolitan Statistical Area","Ettrick, VA",2251,1
"51","23821","99999","VA","99999","Alberta, VA",1597,1
"51","23824","40060","VA","Richmond, VA Metropolitan Statistical Area","Blackstone, VA",94,0.013
"51","23824","99999","VA","99999","Blackstone, VA",7120,0.987
"51","23827","99999","VA","99999","Boykins, VA",1443,1
"51","23828","99999","VA","99999","Branchville, VA",395,1
"51","23829","99999","VA","99999","Capron, VA",2622,1
"51","23830","40060","VA","Richmond, VA Metropolitan Statistical Area","Carson, VA",1491,1
"51","23831","40060","VA","Richmond, VA Metropolitan Statistical Area","Chester, VA",33079,1
"51","23832","40060","VA","Richmond, VA Metropolitan Statistical Area","Chesterfield, VA",33739,1
"51","23833","40060","VA","Richmond, VA Metropolitan Statistical Area","Church Road, VA",2297,1
"51","23834","40060","VA","Richmond, VA Metropolitan Statistical Area","Colonial Heights, VA",25612,1
"51","23836","40060","VA","Richmond, VA Metropolitan Statistical Area","Chester, VA",11444,1
"51","23837","40060","VA","Richmond, VA Metropolitan Statistical Area","Courtland, VA",64,0.015
"51","23837","99999","VA","99999","Courtland, VA",4234,0.985
"51","23838","40060","VA","Richmond, VA Metropolitan Statistical Area","Chesterfield, VA",15341,1
"51","23839","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Dendron, VA",741,1
"51","23840","40060","VA","Richmond, VA Metropolitan Statistical Area","Dewitt, VA",1858,1
"51","23841","40060","VA","Richmond, VA Metropolitan Statistical Area","Dinwiddie, VA",3479,1
"51","23842","40060","VA","Richmond, VA Metropolitan Statistical Area","Disputanta, VA",6874,0.995
"51","23842","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Disputanta, VA",32,0.005
"51","23843","99999","VA","99999","Dolphin, VA",654,1
"51","23844","99999","VA","99999","Drewryville, VA",788,1
"51","23845","99999","VA","99999","Ebony, VA",356,1
"51","23846","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Elberon, VA",933,1
"51","23847","40060","VA","Richmond, VA Metropolitan Statistical Area","Emporia, VA",119,0.007
"51","23847","99999","VA","99999","Emporia, VA",16843,0.993
"51","23850","40060","VA","Richmond, VA Metropolitan Statistical Area","Ford, VA",1051,1
"51","23851","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Franklin, VA",1160,0.085
"51","23851","99999","VA","99999","Franklin, VA",12555,0.915
"51","23856","99999","VA","99999","Freeman, VA",1033,1
"51","23857","99999","VA","99999","Gasburg, VA",525,1
"51","23860","40060","VA","Richmond, VA Metropolitan Statistical Area","Hopewell, VA",31970,1
"51","23866","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Ivor, VA",487,0.218
"51","23866","99999","VA","99999","Ivor, VA",1750,0.782
"51","23867","40060","VA","Richmond, VA Metropolitan Statistical Area","Jarratt, VA",944,0.431
"51","23867","99999","VA","99999","Jarratt, VA",1245,0.569
"51","23868","99999","VA","99999","Lawrenceville, VA",7367,1
"51","23872","40060","VA","Richmond, VA Metropolitan Statistical Area","Mc Kenney, VA",2376,1
"51","23874","99999","VA","99999","Newsoms, VA",1004,1
"51","23875","40060","VA","Richmond, VA Metropolitan Statistical Area","Prince George, VA",10878,1
"51","23876","99999","VA","99999","Rawlings, VA",456,1
"51","23878","99999","VA","99999","Sedley, VA",1118,1
"51","23879","99999","VA","99999","Skippers, VA",679,1
"51","23881","40060","VA","Richmond, VA Metropolitan Statistical Area","Spring Grove, VA",512,0.235
"51","23881","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Spring Grove, VA",1664,0.765
"51","23882","40060","VA","Richmond, VA Metropolitan Statistical Area","Stony Creek, VA",2516,1
"51","23883","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Surry, VA",2551,1
"51","23884","40060","VA","Richmond, VA Metropolitan Statistical Area","Sussex, VA",93,1
"51","23885","40060","VA","Richmond, VA Metropolitan Statistical Area","Sutherland, VA",2807,1
"51","23887","99999","VA","99999","Gasburg, VA",574,1
"51","23888","40060","VA","Richmond, VA Metropolitan Statistical Area","Wakefield, VA",1769,0.778
"51","23888","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Wakefield, VA",241,0.106
"51","23888","99999","VA","99999","Wakefield, VA",265,0.116
"51","23889","99999","VA","99999","Warfield, VA",581,1
"51","23890","40060","VA","Richmond, VA Metropolitan Statistical Area","Waverly, VA",3704,0.872
"51","23890","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Waverly, VA",545,0.128
"51","23891","40060","VA","Richmond, VA Metropolitan Statistical Area","Sussex Correctional Facility, Waverly, V",2358,1
"51","23893","99999","VA","99999","White Plains, VA",454,1
"51","23894","40060","VA","Richmond, VA Metropolitan Statistical Area","Wilsons, VA",673,1
"51","23897","40060","VA","Richmond, VA Metropolitan Statistical Area","Yale, VA",595,1
"51","23898","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Zuni, VA",1457,0.655
"51","23898","99999","VA","99999","Zuni, VA",766,0.345
"51","23899","47260","VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Claremont, VA",351,1
"51","23901","40060","VA","Richmond, VA Metropolitan Statistical Area","Farmville, VA",3363,0.205
"51","23901","99999","VA","99999","Farmville, VA",13036,0.795
"51","23909","99999","VA","99999","Farmville, VA",2027,1
"51","23915","99999","VA","99999","Baskerville, VA",1220,1
"51","23917","99999","VA","99999","Boydton, VA",3684,1
"51","23919","99999","VA","99999","Bracey, VA",2666,1
"51","23920","99999","VA","99999","Brodnax, VA",3489,1
"51","23921","99999","VA","99999","Buckingham, VA",1991,1
"51","23922","99999","VA","99999","Burkeville, VA",3785,1
"51","23923","99999","VA","99999","Charlotte Court House, VA",2592,1
"51","23924","99999","VA","99999","Chase City, VA",6232,1
"51","23927","99999","VA","99999","Clarksville, VA",4381,1
"51","23930","99999","VA","99999","Crewe, VA",5690,1
"51","23934","99999","VA","99999","Cullen, VA",681,1
"51","23936","40060","VA","Richmond, VA Metropolitan Statistical Area","Dillwyn, VA",137,0.017
"51","23936","99999","VA","99999","Dillwyn, VA",8075,0.983
"51","23937","99999","VA","99999","Drakes Branch, VA",1970,1
"51","23938","99999","VA","99999","Dundas, VA",407,1
"51","23942","99999","VA","99999","Green Bay, VA",1112,1
"51","23943","99999","VA","99999","Hampden-Sydney, VA",225,1
"51","23944","99999","VA","99999","Kenbridge, VA",4261,1
"51","23947","99999","VA","99999","Keysville, VA",4293,1
"51","23950","99999","VA","99999","La Crosse, VA",3348,1
"51","23952","99999","VA","99999","Lunenburg, VA",217,1
"51","23954","99999","VA","99999","Meherrin, VA",2017,1
"51","23958","31340","VA","Lynchburg, VA Metropolitan Statistical Area","Pamplin, VA",1536,0.485
"51","23958","99999","VA","99999","Pamplin, VA",1634,0.515
"51","23959","99999","VA","99999","Phenix, VA",1264,1
"51","23960","31340","VA","Lynchburg, VA Metropolitan Statistical Area","Prospect, VA",34,0.017
"51","23960","99999","VA","99999","Prospect, VA",1956,0.983
"51","23962","99999","VA","99999","Randolph, VA",670,1
"51","23963","31340","VA","Lynchburg, VA Metropolitan Statistical Area","Red House, VA",119,0.203
"51","23963","99999","VA","99999","Red House, VA",468,0.797
"51","23964","99999","VA","99999","Red Oak, VA",1138,1
"51","23966","40060","VA","Richmond, VA Metropolitan Statistical Area","Rice, VA",178,0.076
"51","23966","99999","VA","99999","Rice, VA",2159,0.924
"51","23967","99999","VA","99999","Saxe, VA",1118,1
"51","23968","99999","VA","99999","Skipwith, VA",837,1
"51","23970","99999","VA","99999","South Hill, VA",8254,1
"51","23974","99999","VA","99999","Victoria, VA",5012,1
"51","23976","99999","VA","99999","Wylliesburg, VA",230,1
"51","24011","40220","VA","Roanoke, VA Metropolitan Statistical Area","Roanoke, VA",219,1
"51","24012","40220","VA","Roanoke, VA Metropolitan Statistical Area","Roanoke, VA",29015,1
"51","24013","40220","VA","Roanoke, VA Metropolitan Statistical Area","Roanoke, VA",8684,1
"51","24014","40220","VA","Roanoke, VA Metropolitan Statistical Area","Roanoke, VA",16570,1
"51","24015","40220","VA","Roanoke, VA Metropolitan Statistical Area","Roanoke, VA",15255,1
"51","24016","40220","VA","Roanoke, VA Metropolitan Statistical Area","Roanoke, VA",9047,1
"51","24017","40220","VA","Roanoke, VA Metropolitan Statistical Area","Roanoke, VA",23392,1
"51","24018","40220","VA","Roanoke, VA Metropolitan Statistical Area","Cave Spring, VA",36432,1
"51","24019","40220","VA","Roanoke, VA Metropolitan Statistical Area","Hollins, VA",26502,1
"51","24020","40220","VA","Roanoke, VA Metropolitan Statistical Area","Hollins, VA",455,1
"51","24053","99999","VA","99999","Ararat, VA",2715,1
"51","24054","19260","VA","Danville, VA Metropolitan Statistical Area","Axton, VA",1956,0.288
"51","24054","32300","VA","Martinsville, VA Micropolitan Statistical Area","Axton, VA",4841,0.712
"51","24055","32300","VA","Martinsville, VA Micropolitan Statistical Area","Bassett, VA",12523,0.916
"51","24055","40220","VA","Roanoke, VA Metropolitan Statistical Area","Bassett, VA",576,0.042
"51","24055","99999","VA","99999","Bassett, VA",575,0.042
"51","24058","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Belspring, VA",324,1
"51","24059","40220","VA","Roanoke, VA Metropolitan Statistical Area","Bent Mountain, VA",872,1
"51","24060","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Blacksburg, VA",53311,1
"51","24064","31340","VA","Lynchburg, VA Metropolitan Statistical Area","Blue Ridge, VA",1434,0.289
"51","24064","40220","VA","Roanoke, VA Metropolitan Statistical Area","Blue Ridge, VA",3529,0.711
"51","24065","40220","VA","Roanoke, VA Metropolitan Statistical Area","Boones Mill, VA",6141,1
"51","24066","40220","VA","Roanoke, VA Metropolitan Statistical Area","Buchanan, VA",4804,0.984
"51","24066","99999","VA","99999","Buchanan, VA",79,0.016
"51","24067","40220","VA","Roanoke, VA Metropolitan Statistical Area","Callaway, VA",2230,1
"51","24069","19260","VA","Danville, VA Metropolitan Statistical Area","Cascade, VA",1879,1
"51","24070","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Catawba, VA",11,0.008
"51","24070","40220","VA","Roanoke, VA Metropolitan Statistical Area","Catawba, VA",1352,0.992
"51","24072","99999","VA","99999","Check, VA",1298,1
"51","24073","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Christiansburg, VA",29793,1
"51","24076","99999","VA","99999","Claudville, VA",972,1
"51","24077","40220","VA","Roanoke, VA Metropolitan Statistical Area","Cloverdale, VA",932,1
"51","24078","32300","VA","Martinsville, VA Micropolitan Statistical Area","Collinsville, VA",7115,1
"51","24079","40220","VA","Roanoke, VA Metropolitan Statistical Area","Copper Hill, VA",2,0.001
"51","24079","99999","VA","99999","Copper Hill, VA",1764,0.999
"51","24082","99999","VA","99999","Critz, VA",419,1
"51","24083","40220","VA","Roanoke, VA Metropolitan Statistical Area","Daleville, VA",2587,1
"51","24084","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Dublin, VA",11024,0.975
"51","24084","99999","VA","99999","Dublin, VA",280,0.025
"51","24085","40220","VA","Roanoke, VA Metropolitan Statistical Area","Eagle Rock, VA",2171,0.995
"51","24085","99999","VA","99999","Eagle Rock, VA",11,0.005
"51","24086","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Eggleston, VA",210,1
"51","24087","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Elliston, VA",3789,0.968
"51","24087","40220","VA","Roanoke, VA Metropolitan Statistical Area","Elliston, VA",125,0.032
"51","24088","40220","VA","Roanoke, VA Metropolitan Statistical Area","Ferrum, VA",5238,0.969
"51","24088","99999","VA","99999","Ferrum, VA",170,0.031
"51","24089","32300","VA","Martinsville, VA Micropolitan Statistical Area","Fieldale, VA",2640,1
"51","24090","40220","VA","Roanoke, VA Metropolitan Statistical Area","Fincastle, VA",4781,1
"51","24091","40220","VA","Roanoke, VA Metropolitan Statistical Area","Floyd, VA",35,0.005
"51","24091","99999","VA","99999","Floyd, VA",7180,0.995
"51","24092","40220","VA","Roanoke, VA Metropolitan Statistical Area","Glade Hill, VA",3063,1
"51","24093","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Glen Lyn, VA",192,1
"51","24095","31340","VA","Lynchburg, VA Metropolitan Statistical Area","Goodview, VA",4677,1
"51","24101","31340","VA","Lynchburg, VA Metropolitan Statistical Area","Hardy, VA",893,0.146
"51","24101","40220","VA","Roanoke, VA Metropolitan Statistical Area","Hardy, VA",5239,0.854
"51","24102","32300","VA","Martinsville, VA Micropolitan Statistical Area","Henry, VA",112,0.066
"51","24102","40220","VA","Roanoke, VA Metropolitan Statistical Area","Henry, VA",1585,0.934
"51","24104","31340","VA","Lynchburg, VA Metropolitan Statistical Area","Huddleston, VA",3469,1
"51","24105","99999","VA","99999","Indian Valley, VA",500,1
"51","24112","32300","VA","Martinsville, VA Micropolitan Statistical Area","Martinsville, VA",31485,0.964
"51","24112","40220","VA","Roanoke, VA Metropolitan Statistical Area","Martinsville, VA",1161,0.036
"51","24120","99999","VA","99999","Meadows Of Dan, VA",1860,1
"51","24121","31340","VA","Lynchburg, VA Metropolitan Statistical Area","Moneta, VA",6750,0.643
"51","24121","40220","VA","Roanoke, VA Metropolitan Statistical Area","Moneta, VA",3751,0.357
"51","24122","31340","VA","Lynchburg, VA Metropolitan Statistical Area","Montvale, VA",1683,1
"51","24124","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Narrows, VA",4123,0.947
"51","24124","99999","VA","99999","Narrows, VA",229,0.053
"51","24127","40220","VA","Roanoke, VA Metropolitan Statistical Area","New Castle, VA",4261,1
"51","24128","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Newport, VA",1371,0.732
"51","24128","40220","VA","Roanoke, VA Metropolitan Statistical Area","Newport, VA",501,0.268
"51","24130","40220","VA","Roanoke, VA Metropolitan Statistical Area","Oriskany, VA",8,1
"51","24131","40220","VA","Roanoke, VA Metropolitan Statistical Area","Paint Bank, VA",140,1
"51","24132","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Parrott, VA",460,1
"51","24133","99999","VA","99999","Patrick Springs, VA",2626,1
"51","24134","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Pearisburg, VA",5741,1
"51","24136","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Pembroke, VA",3393,1
"51","24137","19260","VA","Danville, VA Metropolitan Statistical Area","Penhook, VA",457,0.177
"51","24137","40220","VA","Roanoke, VA Metropolitan Statistical Area","Penhook, VA",2125,0.823
"51","24138","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Pilot, VA",968,0.6
"51","24138","99999","VA","99999","Pilot, VA",645,0.4
"51","24139","19260","VA","Danville, VA Metropolitan Statistical Area","Pittsville, VA",510,0.887
"51","24139","31340","VA","Lynchburg, VA Metropolitan Statistical Area","Pittsville, VA",65,0.113
"51","24141","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Radford, VA",20520,0.993
"51","24141","99999","VA","99999","Radford, VA",148,0.007
"51","24142","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Radford, VA",2470,1
"51","24147","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Rich Creek, VA",1201,1
"51","24148","32300","VA","Martinsville, VA Micropolitan Statistical Area","Ridgeway, VA",8013,1
"51","24149","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Riner, VA",2473,0.741
"51","24149","99999","VA","99999","Riner, VA",866,0.259
"51","24150","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Ripplemead, VA",693,1
"51","24151","40220","VA","Roanoke, VA Metropolitan Statistical Area","Rocky Mount, VA",20000,1
"51","24153","40220","VA","Roanoke, VA Metropolitan Statistical Area","Salem, VA",37761,1
"51","24161","19260","VA","Danville, VA Metropolitan Statistical Area","Sandy Level, VA",471,1
"51","24162","13980","VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","Shawsville, VA",2398,0.99
"51","24162","99999","VA","99999","Shawsville, VA",23,0.01
